Theta,Phi,Lambda
-1.8729036015327112,-0.5652823331603618,-1.4761277257132475
2.0770020256238952,-1.8918049752108728,2.6765347020266868
-0.552014743765918,-1.7350864913318453,1.4262860250153624
2.2979925932509895,1.7896048379713996,-2.472622777169865
-1.669792408905695,-0.8594140730500164,2.8892453348457714
-2.302330314273423,-0.01436561260531155,-2.91947129300214
-0.4381941520376387,1.0685681856257032,0.19665380703625823
-2.63906505718504,3.0201993117031902,-2.122682758627252
0.6519130289061308,-1.7046479778616428,1.6765353570604926
-2.061394807404989,2.8519337219846435,0.8981901950366664
1.8176157897517156,1.7874843869585266,2.722470122812725
-1.7857530059025288,1.0253293095911147,-1.6023046396700547
1.2687276611990397,1.6344129226571678,0.8528250356071312
0.03435672929655409,0.41520951450141075,-0.8112635776156134
0.7630477306489793,1.6884785108008904,-3.126929515507994
0.6643361424955372,1.0379054741312945,-0.35284561433507156
-1.1442449812460878,2.222277247249366,-1.6939176517192323
-0.5300661403343665,1.4754351993147434,-1.001213188433555
1.2621390372461159,0.995032426997497,2.3831483717893853
1.5041649484660775,2.8442202489962414,-0.3175339128820931
0.8103608969133713,-1.4123669554460576,1.9447557481269584
-1.0114435264666435,1.8039858460861202,0.16433919344999515
0.16104110067640676,-1.2354261094377037,2.3342493033268408
-0.044042914139450495,-2.8893981643123348,-3.054619465268041
-2.536724230791066,-1.0690154539718222,-2.661093797025748
-1.9438342123021541,0.7491360150747695,0.8054777730592946
-0.41497637958058897,1.0908708367125843,3.0743427818025397
0.776060770991347,-2.372347703957078,0.3516540916786033
0.15914632881018376,0.49863368090794546,0.19306599019818016
1.072007431436667,-1.6421589121067137,-0.607030035197424
